PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,Toluene,AQI,year,month,day,weekday,dayofyear,Date,City
35.1,88.82,41.43,76.42499999999998,18.49,59.54,0.0,12.640433742117011,0.0,97.0,2017.0,6.0,20.0,1.0,171.0,2017-06-20,Delhi
17.95,42.66,36.78,17.44,52.32,14.89,0.8,12.06,4.745766648437439,80.0,2019.0,9.0,18.0,2.0,261.0,2019-09-18,Mumbai
26.84,56.74199122136383,6.18,10.76,9.67,9.89,1.62,3.46,1.13,55.0,2015.0,7.0,17.0,4.0,198.0,2015-07-17,Bengaluru
94.89,168.1,34.82,40.69,75.49,18.47,1.27,16.74,10.038963948215041,212.0,2019.0,12.0,1.0,6.0,335.0,2019-12-01,Mumbai
9.3,26.98,0.85,3.48,11.78,1.68,0.61,1.31,2.0707798035916767,50.0,2019.0,7.0,15.0,0.0,196.0,2019-07-15,Thiruvananthapuram
56.13,126.19959731827043,5.76,29.85,18.81,12.87,1.68,7.53,0.69,196.0,2019.0,2.0,27.0,2.0,58.0,2019-02-27,Lucknow
58.8,106.98398711160371,4.28,13.77,13.3,62.17999999999999,1.15,3.89,1.4,136.0,2016.0,5.0,16.0,0.0,137.0,2016-05-16,Chennai
55.79392731771134,109.09,4.89,28.66,33.33,22.547634738958095,0.78,3.55,0.72,106.0,2018.0,4.0,7.0,5.0,97.0,2018-04-07,Bengaluru
19.93,33.15,10.92,20.31,18.05,11.57,0.94,15.79,6.16,90.0,2016.0,9.0,23.0,4.0,267.0,2016-09-23,Visakhapatnam
117.88,211.00668832805377,41.43,42.98,66.82,48.76,1.45,9.77,0.43,218.0,2019.0,1.0,24.0,3.0,24.0,2019-01-24,Lucknow
23.34,36.64,3.18,28.27,31.44,10.2,1.34,1.23,9.3,76.0,2018.0,8.0,22.0,2.0,234.0,2018-08-22,Kolkata
99.02,243.42,41.43,44.37,81.08874999999999,17.78,2.65,12.17,2.19,258.0,2018.0,11.0,10.0,5.0,314.0,2018-11-10,Jaipur
13.6,48.032615621381865,22.66,1.06,21.99,6.93,1.8,8.81,3.118660313854207,69.57203053230842,2018.0,12.0,18.0,1.0,352.0,2018-12-18,Talcher
111.21,170.04,4.42,76.42499999999998,44.4,10.99,1.47,10.17,0.06,266.0,2018.0,12.0,9.0,6.0,343.0,2018-12-09,Amaravati
72.35151504438555,159.67151657804675,5.24,11.59,9.48,11.83,2.86,11.89,21.975,228.6522949855971,2015.0,3.0,8.0,6.0,67.0,2015-03-08,Bengaluru
22.15,83.69,17.9,12.55,27.8,12.16,0.83,21.92,1.86,76.0,2020.0,3.0,1.0,6.0,61.0,2020-03-01,Amritsar
151.79,262.5934226976067,32.35,49.08,81.08874999999999,42.832337316985104,2.24,2.01,0.78,325.6464966358217,2017.0,1.0,23.0,0.0,23.0,2017-01-23,Patna
58.92,110.31,16.16,48.17,38.77,11.25,0.93,9.67,19.72,106.0,2019.0,7.0,19.0,4.0,200.0,2019-07-19,Visakhapatnam
50.68,143.67,41.43,39.61,32.12,24.43,0.0,9.47,6.25,103.0,2017.0,12.0,23.0,5.0,357.0,2017-12-23,Jaipur
93.01,164.64,5.44,36.2,24.89,26.993784655722948,1.35,7.97,6.02,245.0,2020.0,1.0,28.0,1.0,28.0,2020-01-28,Gurugram
12.87,29.46,0.66,3.45,2.17,6.01,0.25,13.88,4.10878894114353,55.0,2020.0,4.0,24.0,4.0,115.0,2020-04-24,Guwahati
16.9,35.71,6.6,11.57,8.05,62.17999999999999,1.24,1.26,0.8048577077478285,84.0,2019.0,7.0,24.0,2.0,205.0,2019-07-24,Brajrajnagar
62.29389263657377,118.56176059667064,13.367474139897771,22.327796570562782,24.76538797449348,24.56094500891254,1.048623151760736,8.10909576385643,0.0,152.59113315414197,2016.0,11.0,29.0,1.0,334.0,2016-11-29,Ahmedabad
158.245,289.9856976065712,41.43,76.42499999999998,81.08874999999999,22.42,1.66,19.57,4.17,343.0,2017.0,10.0,27.0,4.0,300.0,2017-10-27,Lucknow
71.90101496173818,177.78,7.76,8.99,7.041199475474741,12.563968355254929,0.4,29.545,6.844524616637045,123.0,2017.0,6.0,7.0,2.0,158.0,2017-06-07,Jorapokhar
44.7,109.74,11.97,37.98,29.93,10.93,0.61,9.11,12.87,100.0,2018.0,8.0,9.0,3.0,221.0,2018-08-09,Visakhapatnam
12.76,21.4,2.89,6.72,11.94,9.85,0.4,16.83,4.432799282805604,48.0,2019.0,6.0,8.0,5.0,159.0,2019-06-08,Guwahati
46.18,80.45487568361341,6.57,11.49,9.05,21.28212908421392,0.05,3.69,0.22,61.0,2017.0,8.0,11.0,4.0,223.0,2017-08-11,Chennai
158.245,248.02,41.43,15.39,81.08874999999999,14.34,1.99,12.45,7.632645107216945,334.0,2019.0,12.0,31.0,1.0,365.0,2019-12-31,Guwahati
35.08,64.66,8.29,17.52,16.62,23.21,0.58,12.47,9.0,74.0,2020.0,3.0,30.0,0.0,90.0,2020-03-30,Delhi
36.87,88.1,7.38,13.88,14.99,15.38167604597038,0.49,15.09,0.0,90.0,2019.0,2.0,23.0,5.0,54.0,2019-02-23,Gurugram
51.32455527149063,103.8388928741399,7.4956887123048155,16.53232471372553,13.43,21.9411917274565,0.0,7.793613834134476,0.0,109.60920355327198,2016.0,3.0,22.0,1.0,82.0,2016-03-22,Mumbai
111.88,213.97830924062123,7.01,32.71,22.06,35.25,0.84,6.82,0.05,304.0,2019.0,2.0,15.0,4.0,46.0,2019-02-15,Lucknow
51.18,76.33,1.67,11.66,7.55,18.53,0.64,18.69,0.9,98.0,2020.0,1.0,25.0,5.0,25.0,2020-01-25,Amaravati
17.45,30.52,1.11,8.21,4.83,3.75,0.41,15.55,5.174767089473107,56.0,2020.0,6.0,3.0,2.0,155.0,2020-06-03,Guwahati
90.66,137.89,38.65,20.29,55.07,6.78,1.62,7.56,12.78,388.0,2015.0,10.0,17.0,5.0,290.0,2015-10-17,Delhi
24.47,73.31,16.57,38.97,42.15,22.64,0.96,7.44,2.72,91.0,2018.0,9.0,12.0,2.0,255.0,2018-09-12,Bengaluru
154.01,269.90018852723995,14.6,25.19,4.81,37.027407848677285,2.36,4.65,4.809060853672577,329.0,2015.0,11.0,1.0,6.0,305.0,2015-11-01,Lucknow
46.84,128.01,16.33,9.46,36.16,10.5,0.56,3.83,7.85,132.0,2018.0,3.0,1.0,3.0,60.0,2018-03-01,Amritsar
158.245,289.98,40.57,60.58,66.4,58.04,2.16,9.92,21.975,398.5,2019.0,12.0,20.0,4.0,354.0,2019-12-20,Delhi
36.96,88.07,9.2,34.75,25.96,7.44,0.62,10.53,10.19,101.0,2018.0,4.0,1.0,6.0,91.0,2018-04-01,Visakhapatnam
68.59566785737708,133.10052236508432,21.2,17.58,31.41,40.89,1.69,3.88,2.744778773753069,162.11559413011673,2020.0,1.0,11.0,5.0,11.0,2020-01-11,Brajrajnagar
30.97,75.3,22.59,33.37,55.98,21.24083487932876,1.39,9.51,6.06252720952466,100.0,2018.0,8.0,28.0,1.0,240.0,2018-08-28,Mumbai
11.88,39.4,0.9822488522515131,6.7107534828717235,0.0,13.330003884320831,0.0,7.27463205616823,0.0,51.0,2018.0,8.0,8.0,2.0,220.0,2018-08-08,Talcher
71.07,109.65,4.19,25.0,16.7,16.0,0.1,8.33,3.45,140.0,2017.0,12.0,15.0,4.0,349.0,2017-12-15,Amaravati
36.42,95.55,6.75,30.76,0.0,26.49,0.48,5.53,1.83,83.0,2017.0,3.0,21.0,1.0,80.0,2017-03-21,Bengaluru
47.56,99.64,12.85,76.42499999999998,0.0,22.95,1.08,9.22,8.094528072288426,96.0,2017.0,2.0,18.0,5.0,49.0,2017-02-18,Bengaluru
124.7101888037052,279.45,13.59,12.92,15.366436517706461,6.99,0.3,29.545,9.899332842227864,237.0,2017.0,12.0,30.0,5.0,364.0,2017-12-30,Jorapokhar
67.75,119.27824878295223,3.12,44.96,22.798759671041125,28.74117198862723,1.16,1.81,4.710157687954734,129.0,2016.0,9.0,9.0,4.0,253.0,2016-09-09,Lucknow
59.26,132.48,21.06,55.63,67.34,57.26,1.22,10.17,20.36,118.0,2019.0,12.0,20.0,4.0,354.0,2019-12-20,Jaipur
75.43,161.34,9.06,64.0,40.41,19.24,0.82,15.91,21.975,146.0,2019.0,1.0,10.0,3.0,10.0,2019-01-10,Hyderabad
7.93,25.17,3.4,14.88,18.28,7.25,1.04,1.1,10.61,59.0,2018.0,8.0,26.0,6.0,238.0,2018-08-26,Kolkata
23.76,54.9,2.68,13.77,8.7,7.1,0.41,14.67,5.5932624972855365,68.0,2020.0,5.0,9.0,5.0,130.0,2020-05-09,Guwahati
19.45,36.11,2.41,9.54,7.05,9.35,0.58,16.2,0.56,48.0,2020.0,3.0,18.0,2.0,78.0,2020-03-18,Amaravati
43.48,111.94,41.43,11.28,55.44,2.51,1.04,21.71,0.0,119.0,2020.0,2.0,9.0,6.0,40.0,2020-02-09,Kochi
17.3,57.03,9.03,18.74,23.82,12.29,0.83,4.84,1.87,68.0,2019.0,8.0,22.0,3.0,234.0,2019-08-22,Bengaluru
158.245,289.98,41.43,63.68,81.08874999999999,51.41,2.52,12.76,21.975,384.0,2018.0,11.0,29.0,3.0,333.0,2018-11-29,Delhi
86.48,185.11880189599128,16.98,76.42499999999998,41.57,28.42676710732826,1.45,29.545,15.84,206.0,2019.0,3.0,19.0,1.0,78.0,2019-03-19,Patna
6.92,27.58,2.78,6.8,5.87,2.19,1.17,4.56,3.1220199201463856,69.0,2018.0,8.0,17.0,4.0,229.0,2018-08-17,Thiruvananthapuram
15.77,53.39,21.95,11.06,32.19,5.67,0.52,8.59,4.004284514603114,68.0,2019.0,8.0,21.0,2.0,233.0,2019-08-21,Mumbai
38.32,61.92,9.56,17.99,17.3,13.06,0.98,10.1,3.7633425841138433,70.0,2020.0,2.0,8.0,5.0,39.0,2020-02-08,Thiruvananthapuram
62.35207234221318,117.8918011881367,13.522209636788217,22.40884554139018,24.962855104780147,24.52308754525302,1.0534011802523198,8.019406649637517,0.0,153.0862807779813,2016.0,12.0,29.0,3.0,364.0,2016-12-29,Ahmedabad
110.06,184.04,36.29,19.43,43.39,40.84,1.29,9.28,8.34,268.0,2019.0,10.0,29.0,1.0,302.0,2019-10-29,Chandigarh
31.684935431513217,72.54,7.44,2.62,9.98,1.25,0.55,10.1,1.87,68.0,2019.0,9.0,15.0,6.0,258.0,2019-09-15,Chandigarh
80.05661784927564,163.4448967414021,16.176309743786,30.630828655693563,31.545909384791685,27.763609414931125,1.3069483573206397,12.378984728360592,5.579333302310829,208.8495126528951,2016.0,2.0,17.0,2.0,48.0,2016-02-17,Ahmedabad
158.245,289.98,36.32,54.37,1.87,55.35,1.72,22.47,10.03,365.0,2018.0,1.0,14.0,6.0,14.0,2018-01-14,Delhi
158.245,289.98,41.43,69.51,81.08874999999999,5.42,1.96,29.545,0.0,369.0,2018.0,2.0,18.0,6.0,49.0,2018-02-18,Talcher
42.57,93.24,12.09,35.19,35.22,17.98,0.91,6.01,2.47,109.0,2018.0,12.0,22.0,5.0,356.0,2018-12-22,Bengaluru
158.245,275.32987379638234,41.43,31.43,81.08874999999999,40.8670067323294,1.89,6.05,1.12,358.0,2015.0,12.0,6.0,6.0,340.0,2015-12-06,Patna
39.97,86.36,11.79,37.33,39.01,36.22,0.91,9.25,7.62,107.0,2019.0,2.0,26.0,1.0,57.0,2019-02-26,Jaipur
47.29,170.2,10.55,18.45,17.28038831757908,10.96,0.81,4.53,1.71,131.0,2017.0,9.0,9.0,5.0,252.0,2017-09-09,Amritsar
118.85,215.41786505946152,9.83,46.4,4.22,36.51195518143095,1.68,7.31,1.15,240.0,2016.0,5.0,27.0,4.0,148.0,2016-05-27,Lucknow
37.18,75.52218160234315,6.7,11.24,9.09,20.792531362293403,0.3,4.92,0.36,84.0,2017.0,9.0,1.0,4.0,244.0,2017-09-01,Chennai
63.845661766571,129.01793035509922,14.796291202786355,27.759389904979002,29.004891186304576,23.52507275044036,1.096600686968985,11.040473796428273,5.985670700055493,161.29556118127675,2017.0,9.0,4.0,0.0,247.0,2017-09-04,Patna
78.78893970830231,160.91446747431087,15.961682943125817,30.265924724783986,31.131227137461337,27.534837447645714,1.2883411483103764,12.246380259077569,5.460236977637464,204.92809393652715,2016.0,2.0,22.0,0.0,53.0,2016-02-22,Ahmedabad
158.245,289.98,28.91,60.61,57.94,50.6,1.16,25.08,6.8,362.0,2017.0,10.0,29.0,6.0,302.0,2017-10-29,Delhi
40.73,42.38,8.42,10.97,18.93,44.39,1.17,5.12,0.0,92.0,2020.0,6.0,6.0,5.0,158.0,2020-06-06,Chennai
62.67,101.25,10.89,73.53,16.43,35.44,0.45,29.545,1.55,160.0,2016.0,12.0,28.0,2.0,363.0,2016-12-28,Hyderabad
13.98,26.77,7.38,15.96,11.37,17.6,0.38,6.72,1.27,41.0,2019.0,8.0,31.0,5.0,243.0,2019-08-31,Hyderabad
13.0,48.23,28.19,21.22,49.41,16.20545973527919,1.49,19.4,6.549838962904005,88.0,2018.0,7.0,1.0,6.0,182.0,2018-07-01,Mumbai
38.19,102.1293217820928,10.86,76.42499999999998,27.73,24.768865167373633,1.7,29.545,5.47,111.0,2019.0,6.0,27.0,3.0,178.0,2019-06-27,Patna
13.64,50.59,10.64,22.38,20.56,10.12,0.35,8.21,9.89,47.0,2018.0,5.0,24.0,3.0,144.0,2018-05-24,Visakhapatnam
43.66,59.67,4.23,5.85,5.83,5.3,1.19,4.1,2.259984354489802,82.0,2018.0,11.0,13.0,1.0,317.0,2018-11-13,Thiruvananthapuram
11.88,36.38,3.06,8.59,7.06,1.99,0.75,6.97,3.011298463030016,50.0,2018.0,7.0,14.0,5.0,195.0,2018-07-14,Thiruvananthapuram
16.13,21.52,11.49,0.27,15.52,16.11,0.25,10.88,21.975,22.0,2020.0,5.0,23.0,5.0,144.0,2020-05-23,Aizawl
46.92,101.16792606277795,6.28,8.92,12.06,8.551371630783933,1.06,29.545,10.66,100.0,2019.0,6.0,5.0,2.0,156.0,2019-06-05,Patna
32.04,48.66,1.87,13.53,8.6,4.63,1.43,3.41,3.035195368139057,83.0,2017.0,11.0,28.0,1.0,332.0,2017-11-28,Thiruvananthapuram
69.8,191.17,11.86,25.01,25.66,30.36,0.94,19.42,13.75,172.0,2020.0,4.0,16.0,3.0,107.0,2020-04-16,Delhi
96.33,186.31,7.72,28.36,36.08,3.66,1.71,3.36,7.97,197.0,2017.0,12.0,24.0,6.0,358.0,2017-12-24,Amritsar
33.56,69.43,11.16,25.62,29.75,18.51,0.8,6.78,1.81,73.0,2018.0,12.0,3.0,0.0,337.0,2018-12-03,Bengaluru
60.85,110.79713421433962,11.95,40.89,11.19,28.874311211269287,1.59,4.13,1.7,95.0,2016.0,10.0,7.0,4.0,281.0,2016-10-07,Lucknow
146.03,289.98,41.43,76.42499999999998,81.08874999999999,35.09,1.56,26.86,12.45,334.0,2016.0,2.0,12.0,4.0,43.0,2016-02-12,Delhi
29.46,59.69901273798587,8.7,13.61,17.24195913972744,18.579107752073014,1.32,2.87,3.14,58.0,2017.0,7.0,7.0,4.0,188.0,2017-07-07,Lucknow
158.245,292.53522703019587,41.43,37.33,81.08874999999999,43.36571499233514,2.38,6.48,1.45,398.5,2016.0,1.0,30.0,5.0,30.0,2016-01-30,Patna
77.5,156.27,5.6,43.9,39.29,51.08,0.85,10.39,10.11,163.0,2019.0,10.0,25.0,4.0,298.0,2019-10-25,Jaipur
62.47,113.81,16.54,11.16,20.55,13.83,0.78,9.02,2.03,104.0,2019.0,6.0,17.0,0.0,168.0,2019-06-17,Amritsar
158.245,289.98,41.43,56.69,81.08874999999999,39.35797716556999,0.89,10.78,20.1,386.0,2018.0,11.0,10.0,5.0,314.0,2018-11-10,Gurugram
41.73,52.37,11.87,29.69,27.37,23.967975310275733,1.02,3.86,0.61,89.0,2018.0,5.0,27.0,6.0,147.0,2018-05-27,Bengaluru
45.43,86.04480269083388,3.25,11.22,12.39,55.0,1.89,6.89,2.68,114.0,2015.0,6.0,18.0,3.0,169.0,2015-06-18,Chennai
32.57,74.48,10.82,48.73,27.48,9.6,1.13,3.6,1.2,85.0,2017.0,12.0,29.0,4.0,363.0,2017-12-29,Bengaluru
52.92259267723933,102.35585230715742,7.1740334283740985,16.32125990042084,11.46,22.51879499014217,0.0,6.869370143377637,0.0,113.34071562925055,2015.0,9.0,19.0,5.0,262.0,2015-09-19,Mumbai
30.54,77.06,17.73,44.73,35.0,13.88,0.99,9.0,11.53,108.73186491660272,2016.0,7.0,6.0,2.0,188.0,2016-07-06,Visakhapatnam
6.85,13.3,1.61,1.52,1.86,2.44,0.46,13.29,0.26,68.0,2019.0,8.0,2.0,4.0,214.0,2019-08-02,Amaravati
10.26,65.08,12.63,63.82,0.0,35.050582939968535,2.86,5.34,1.08,210.0,2017.0,1.0,28.0,5.0,28.0,2017-01-28,Bengaluru
40.96,75.26,13.75,10.7,23.86,9.46,0.86,9.26,1.11,79.0,2019.0,9.0,12.0,3.0,255.0,2019-09-12,Amritsar
61.92021628368967,128.80362015720016,14.199448026340834,26.653355556279735,28.54488729611967,22.54202663936894,1.0774626443186182,11.743151536047549,5.737156954186844,157.1184914916439,2018.0,4.0,11.0,2.0,101.0,2018-04-11,Talcher
26.13,60.44,8.3,22.94,19.06,19.43,0.82,27.0,7.96,59.0,2018.0,9.0,25.0,1.0,268.0,2018-09-25,Amaravati
35.81,89.47,12.15,30.05,27.49,34.35,0.99,10.9,21.71,96.0,2019.0,9.0,6.0,4.0,249.0,2019-09-06,Delhi
52.13,134.21,5.68,9.64,15.31,4.59,0.0,12.66,6.340418078145262,164.0,2018.0,8.0,5.0,6.0,217.0,2018-08-05,Brajrajnagar
47.88,188.3,13.99,16.1,21.2,6.38,1.43,25.91,9.096067486890774,124.0,2019.0,4.0,9.0,1.0,99.0,2019-04-09,Talcher
61.08068341841806,153.75,11.02,11.29,13.836450448838377,6.07,0.43,29.545,7.743122146345058,128.0,2018.0,4.0,25.0,2.0,115.0,2018-04-25,Jorapokhar
71.91849174313744,147.71594647686652,15.78490886317975,29.584064552524296,31.106532665369286,25.284062228919765,1.2345807750184365,12.244797161058955,6.21923208238502,189.39288809522805,2017.0,5.0,1.0,0.0,121.0,2017-05-01,Ahmedabad
31.59,97.97,10.01,33.61,23.78,12.53,0.87,29.545,9.3,102.0,2016.0,8.0,23.0,1.0,236.0,2016-08-23,Visakhapatnam
50.30793942095513,101.47814335253088,10.38468367800179,19.02041345389523,20.441502482605756,21.582865806251675,0.0,8.058920565225094,0.0,107.32968120081023,2017.0,4.0,12.0,2.0,102.0,2017-04-12,Mumbai
56.25,131.37610799614617,9.26,14.24,9.3,9.440874835380328,0.96,29.545,21.975,163.0,2019.0,10.0,25.0,4.0,298.0,2019-10-25,Patna
84.85,157.6,6.75,36.15,23.28,23.37,0.75,13.54,6.2,155.0,2019.0,11.0,5.0,1.0,309.0,2019-11-05,Hyderabad
56.62,116.59,7.6,25.08,26.34,18.79,0.85,3.67,2.48,120.0,2019.0,5.0,4.0,5.0,124.0,2019-05-04,Bengaluru
82.39,174.40380852592193,13.36,17.19,12.78,19.08145464802874,1.18,29.545,3.77,221.0,2018.0,4.0,13.0,4.0,103.0,2018-04-13,Patna
79.18,124.87,3.4,46.97,50.37,14.12,1.36,21.04,8.85,156.0,2018.0,10.0,18.0,3.0,291.0,2018-10-18,Kolkata
19.94,51.78,0.89,4.18,2.38,1.82,0.67,5.65,2.568522223161267,59.0,2019.0,5.0,23.0,3.0,143.0,2019-05-23,Thiruvananthapuram
42.42,156.84,7.25,29.94,31.78,21.94,1.56,2.23,4.65,130.0,2015.0,11.0,14.0,5.0,318.0,2015-11-14,Bengaluru
76.7,143.27,5.09,40.26,25.3,11.35,0.76,5.68,16.56,161.0,2019.0,11.0,22.0,4.0,326.0,2019-11-22,Hyderabad
29.69,26.98,8.46,17.05,24.62,40.45,1.0,6.07,4.15,100.0,2019.0,9.0,3.0,1.0,246.0,2019-09-03,Chennai
23.68,63.320357313820296,17.31,18.38,35.69,45.62,1.05,27.34,7.88,75.0,2018.0,10.0,5.0,4.0,278.0,2018-10-05,Chennai
15.88,42.72,3.01,4.2,4.64,2.22,1.73,5.95,3.4654135159665884,92.0,2018.0,8.0,25.0,5.0,237.0,2018-08-25,Thiruvananthapuram
104.45,25.05,10.61,13.24,20.6,43.45,1.2,6.83,0.0,169.0,2020.0,6.0,12.0,4.0,164.0,2020-06-12,Chennai
85.11,183.15,9.11,76.42499999999998,59.17,3.61,1.28,17.17,0.23,189.0,2018.0,11.0,26.0,0.0,330.0,2018-11-26,Amaravati
46.69,129.46,15.16,32.68,32.26,34.19,1.14,7.81,21.975,107.0,2019.0,8.0,21.0,2.0,233.0,2019-08-21,Delhi
72.91,201.08,41.43,68.46,81.08874999999999,31.213594073798504,2.86,15.46,11.907337559733946,163.0,2018.0,12.0,5.0,2.0,339.0,2018-12-05,Mumbai
78.7,184.84,21.65,27.35,40.68,52.49,0.05,6.66,4.543652160090232,177.0,2020.0,2.0,13.0,3.0,44.0,2020-02-13,Brajrajnagar
19.35,31.71,0.88,2.6,1.89,1.42,0.95,9.18,3.841826955234069,60.0,2019.0,11.0,3.0,6.0,307.0,2019-11-03,Thiruvananthapuram
63.19,97.39,2.34,13.46,9.15,11.1,0.98,12.61,2.41,141.0,2019.0,11.0,21.0,3.0,325.0,2019-11-21,Amaravati
48.62,97.08,6.49,8.8,10.23,4.3,0.65,5.13,2.88,134.0,2020.0,6.0,22.0,0.0,174.0,2020-06-22,Gurugram
95.28294349889184,183.08178494262484,37.451488114962075,49.338800307445695,81.08874999999999,34.4870771098972,1.55,11.61926310119452,0.0,229.24302186989007,2018.0,4.0,9.0,0.0,99.0,2018-04-09,Mumbai
42.61,87.52,10.42,23.95,27.32,16.41,0.86,4.63,2.56,113.0,2019.0,5.0,7.0,1.0,127.0,2019-05-07,Bengaluru
18.09,80.35,27.0,7.78,33.22,7.58,2.1,29.545,8.52295802200706,103.0,2019.0,8.0,26.0,0.0,238.0,2019-08-26,Talcher
13.29,70.8933384878626,4.82,22.65,13.65,23.12,2.86,17.45,3.93,162.0,2015.0,6.0,8.0,0.0,159.0,2015-06-08,Bengaluru
14.62,0.19,41.43,4.85,74.17,25.23,2.41,9.4,2.862668730550695,118.0,2018.0,10.0,17.0,2.0,290.0,2018-10-17,Talcher
11.51,33.77,19.77,5.21,23.67,5.86,0.28,11.52,3.3557442615220907,47.0,2020.0,5.0,4.0,0.0,125.0,2020-05-04,Mumbai
62.46442406163881,128.44925817674925,14.7053234322072,27.31489289014212,29.3516534905591,22.494432542001505,1.097056074329823,11.756812979178221,6.155262326672755,159.88123789189285,2018.0,6.0,17.0,6.0,168.0,2018-06-17,Talcher
45.68297833531042,88.77008713037321,10.484532940395429,18.4681200598651,20.161126749988625,20.475555625457673,0.0,7.1718809803203385,0.0,95.31807070449395,2017.0,10.0,10.0,1.0,283.0,2017-10-10,Mumbai
15.69,43.67,15.32,46.68,37.45,8.41,0.73,10.63,0.06,58.62711970721739,2018.0,11.0,16.0,4.0,320.0,2018-11-16,Amaravati
87.35573702167399,183.40723574712297,30.351195945236448,40.53796035607934,57.73,26.862045474736533,1.18,29.545,0.0,228.25253044677265,2018.0,2.0,20.0,1.0,51.0,2018-02-20,Mumbai
61.84,134.2,28.12,44.41,81.08874999999999,29.73,1.09,11.22,7.08,184.0,2015.0,8.0,17.0,0.0,229.0,2015-08-17,Delhi
33.04,86.15317246875406,26.7,21.44,5.01,26.19,0.0,10.17231468802538,0.0,59.0,2017.0,7.0,11.0,1.0,192.0,2017-07-11,Delhi
22.56,44.12,1.54,6.67,3.76,3.22,0.82,4.42,2.410163563324545,70.0,2019.0,4.0,25.0,3.0,115.0,2019-04-25,Thiruvananthapuram
92.37,206.58,23.4,37.25,42.08,27.20919538070575,0.0,14.263522846302749,7.453680290978809,207.0,2018.0,3.0,21.0,2.0,80.0,2018-03-21,Gurugram
16.77066450215691,26.67,8.62,9.19,19.181344080695453,6.26,1.48,4.6,3.683246236972195,98.0,2019.0,7.0,23.0,1.0,204.0,2019-07-23,Jorapokhar
146.92,289.98,16.23,23.26,31.79,28.242257692596468,0.4,13.555392009751131,6.945756019951773,290.0,2018.0,5.0,11.0,4.0,131.0,2018-05-11,Gurugram
95.58,163.65,17.4,37.37,2.44,35.36,1.2,12.68,3.48,195.0,2017.0,12.0,17.0,6.0,351.0,2017-12-17,Delhi
33.05,70.74569068443134,6.59,21.38,16.67,10.77,0.93,6.11,12.94,72.0,2019.0,9.0,23.0,0.0,266.0,2019-09-23,Lucknow
23.34,54.037393641205426,7.32,14.83,22.14,18.72707152791122,1.0,5.34,0.07,71.0,2019.0,5.0,21.0,1.0,141.0,2019-05-21,Chennai
112.67,234.51,41.43,76.42499999999998,81.08874999999999,21.58,1.95,29.545,6.12,231.0,2018.0,1.0,4.0,3.0,4.0,2018-01-04,Visakhapatnam
51.95,80.15,8.14,17.85,19.38,9.31,1.02,8.11,3.5869906037581814,85.0,2020.0,2.0,16.0,6.0,47.0,2020-02-16,Thiruvananthapuram
7.72,19.72,3.11,15.6,18.71,9.52,0.37,1.08,1.81,28.0,2018.0,7.0,15.0,6.0,196.0,2018-07-15,Kolkata
16.93,27.1,12.88,13.28,13.6,42.83,1.9,9.56,3.7720220462157386,102.0,2019.0,9.0,29.0,6.0,272.0,2019-09-29,Brajrajnagar
42.56714922211279,90.24703661250146,6.8,16.722628954452375,13.03,18.018576618216684,0.0,9.37199287938688,3.4314616119780794,96.3186275173639,2018.0,4.0,29.0,6.0,119.0,2018-04-29,Gurugram
43.89,121.76,8.0318058703048,8.22,14.367729680366438,5.13,0.79,5.07,3.6441168727282047,131.0,2018.0,5.0,6.0,6.0,126.0,2018-05-06,Amritsar
60.09,199.34,40.91,30.12,60.02,22.631469053942737,2.86,29.545,21.975,398.5,2019.0,8.0,7.0,2.0,219.0,2019-08-07,Ahmedabad
94.81,180.3135758988949,9.74,30.64,25.506999829909546,27.48340615202892,1.38,9.08,8.47,224.0,2017.0,2.0,26.0,6.0,57.0,2017-02-26,Lucknow
31.91,55.66,12.33,22.73,29.36,10.05,0.44,3.74,11.98,64.0,2019.0,8.0,22.0,3.0,234.0,2019-08-22,Kolkata
44.79,100.88166810737698,13.46,12.53,18.71,62.17999999999999,1.64,5.03,1.7247757509730945,175.0,2015.0,10.0,24.0,5.0,297.0,2015-10-24,Chennai
71.26,152.22,17.59,4.57,6.48,13.86,2.73,12.635099034366931,4.072442213926706,137.0,2020.0,4.0,6.0,0.0,97.0,2020-04-06,Talcher
21.54,99.26,41.43,14.7,57.1,21.215425149184966,1.63,5.16,3.0580025648648643,104.0,2019.0,3.0,14.0,3.0,73.0,2019-03-14,Mumbai
22.42,60.09306602384413,8.42,11.55,19.97,18.255104987225877,0.7,7.04,0.67,88.0,2016.0,7.0,1.0,4.0,183.0,2016-07-01,Hyderabad
46.38,80.01,8.16,21.35,28.71,27.42,0.75,9.73,2.97,90.0,2018.0,6.0,26.0,1.0,177.0,2018-06-26,Jaipur
32.16,36.63,10.43,10.95,20.62,60.39,0.97,10.2,1.3,74.0,2020.0,1.0,3.0,4.0,3.0,2020-01-03,Chennai
22.25,49.95464524427848,6.23,18.85,15.86556432948305,20.196421768507207,1.26,1.88,1.4987461035277647,59.0,2016.0,8.0,31.0,2.0,244.0,2016-08-31,Lucknow
119.25,255.28,41.43,26.8,80.82,30.042673227140995,0.81,12.73,0.0,267.0,2018.0,12.0,1.0,5.0,335.0,2018-12-01,Gurugram
141.64,270.82,41.43,49.18,81.08874999999999,12.55,2.31,14.29,10.98,302.0,2017.0,11.0,24.0,4.0,328.0,2017-11-24,Amritsar
